@relation yprop_4_1_splits

@attribute type {TRAIN,TEST}
@attribute rowid numeric
@attribute repeat numeric
@attribute fold numeric

@data
TRAIN,1657,0,6
TRAIN,7857,0,6
TRAIN,4078,0,6
TRAIN,5327,0,6
TRAIN,2291,0,6
TRAIN,4449,0,6
TRAIN,8192,0,6
TRAIN,5993,0,6
TRAIN,2967,0,6
TRAIN,469,0,6
TRAIN,4411,0,6
TRAIN,7761,0,6
TRAIN,6234,0,6
TRAIN,7906,0,6
TRAIN,6600,0,6
TRAIN,7789,0,6
TRAIN,2393,0,6
TRAIN,442,0,6
TRAIN,3264,0,6
TRAIN,4324,0,6
TRAIN,1382,0,6
TRAIN,6098,0,6
TRAIN,1640,0,6
TRAIN,1393,0,6
TRAIN,8719,0,6
TRAIN,1762,0,6
TRAIN,4918,0,6
TRAIN,3430,0,6
TRAIN,1489,0,6
TRAIN,3186,0,6
TRAIN,6755,0,6
TRAIN,5514,0,6
TRAIN,231,0,6
TRAIN,7486,0,6
TRAIN,6315,0,6
TRAIN,4642,0,6
TRAIN,4684,0,6
TRAIN,6750,0,6
TRAIN,592,0,6
TRAIN,2922,0,6
TRAIN,677,0,6
TRAIN,1573,0,6
TRAIN,5165,0,6
TRAIN,6464,0,6
TRAIN,1626,0,6
TRAIN,7556,0,6
TRAIN,590,0,6
TRAIN,3204,0,6
TRAIN,1897,0,6
TRAIN,8231,0,6
TRAIN,2078,0,6
TRAIN,326,0,6
TRAIN,1476,0,6
TRAIN,7752,0,6
TRAIN,5122,0,6
TRAIN,2383,0,6
TRAIN,7293,0,6
TRAIN,4378,0,6
TRAIN,6239,0,6
TRAIN,1080,0,6
TRAIN,1083,0,6
TRAIN,5881,0,6
TRAIN,5257,0,6
TRAIN,1585,0,6
TRAIN,358,0,6
TRAIN,1348,0,6
TRAIN,2114,0,6
TRAIN,6312,0,6
TRAIN,2406,0,6
TRAIN,3985,0,6
TRAIN,3379,0,6
TRAIN,3596,0,6
TRAIN,3879,0,6
TRAIN,1358,0,6
TRAIN,5137,0,6
TRAIN,6189,0,6
TRAIN,6368,0,6
TRAIN,3721,0,6
TRAIN,6889,0,6
TRAIN,7415,0,6
TRAIN,2895,0,6
TRAIN,1741,0,6
TRAIN,1517,0,6
TRAIN,3283,0,6
TRAIN,8198,0,6
TRAIN,8577,0,6
TRAIN,2790,0,6
TRAIN,3575,0,6
TRAIN,3549,0,6
TRAIN,8362,0,6
TRAIN,4427,0,6
TRAIN,1300,0,6
TRAIN,8340,0,6
TRAIN,1302,0,6
TRAIN,4959,0,6
TRAIN,4953,0,6
TRAIN,3648,0,6
TRAIN,3228,0,6
TRAIN,7139,0,6
TRAIN,2697,0,6
TRAIN,8103,0,6
TRAIN,576,0,6
TRAIN,8221,0,6
TRAIN,5392,0,6
TRAIN,2916,0,6
TRAIN,723,0,6
TRAIN,5708,0,6
TRAIN,7100,0,6
TRAIN,90,0,6
TRAIN,7775,0,6
TRAIN,3001,0,6
TRAIN,4488,0,6
TRAIN,8350,0,6
TRAIN,6658,0,6
TRAIN,3068,0,6
TRAIN,2620,0,6
TRAIN,3583,0,6
TRAIN,5665,0,6
TRAIN,8793,0,6
TRAIN,3044,0,6
TRAIN,5925,0,6
TRAIN,8047,0,6
TRAIN,4509,0,6
TRAIN,6399,0,6
TRAIN,5983,0,6
TRAIN,6640,0,6
TRAIN,7709,0,6
TRAIN,8117,0,6
TRAIN,3369,0,6
TRAIN,875,0,6
TRAIN,2464,0,6
TRAIN,8475,0,6
TRAIN,47,0,6
TRAIN,7341,0,6
TRAIN,263,0,6
TRAIN,6892,0,6
TRAIN,1222,0,6
TRAIN,4933,0,6
TRAIN,3819,0,6
TRAIN,3710,0,6
TRAIN,2500,0,6
TRAIN,8030,0,6
TRAIN,1549,0,6
TRAIN,668,0,6
TRAIN,948,0,6
TRAIN,1339,0,6
TRAIN,8438,0,6
TRAIN,8881,0,6
TRAIN,7656,0,6
TRAIN,7178,0,6
TRAIN,4072,0,6
TRAIN,2354,0,6
TRAIN,694,0,6
TRAIN,5532,0,6
TRAIN,6056,0,6
TRAIN,635,0,6
TRAIN,745,0,6
TRAIN,2192,0,6
TRAIN,8703,0,6
TRAIN,3334,0,6
TRAIN,2448,0,6
TRAIN,5364,0,6
TRAIN,8749,0,6
TRAIN,4004,0,6
TRAIN,4555,0,6
TRAIN,6139,0,6
TRAIN,1982,0,6
TRAIN,8300,0,6
TRAIN,8603,0,6
TRAIN,4289,0,6
TRAIN,8527,0,6
TRAIN,5645,0,6
TRAIN,8403,0,6
TRAIN,7545,0,6
TRAIN,6050,0,6
TRAIN,6431,0,6
TRAIN,3608,0,6
TRAIN,5697,0,6
TRAIN,4664,0,6
TRAIN,4650,0,6
TRAIN,1832,0,6
TRAIN,4689,0,6
TRAIN,5636,0,6
TRAIN,980,0,6
TRAIN,1244,0,6
TRAIN,6037,0,6
TRAIN,7239,0,6
TRAIN,5734,0,6
TRAIN,6972,0,6
TRAIN,7916,0,6
TRAIN,2119,0,6
TRAIN,7937,0,6
TRAIN,7372,0,6
TRAIN,552,0,6
TRAIN,8275,0,6
TRAIN,6777,0,6
TRAIN,6070,0,6
TRAIN,2628,0,6
TRAIN,2676,0,6
TRAIN,452,0,6
TRAIN,2063,0,6
TRAIN,2150,0,6
TRAIN,1597,0,6
TRAIN,8348,0,6
TRAIN,8535,0,6
TRAIN,4908,0,6
TRAIN,5536,0,6
TRAIN,5683,0,6
TRAIN,266,0,6
TRAIN,4225,0,6
TRAIN,7895,0,6
TRAIN,3602,0,6
TRAIN,4303,0,6
TRAIN,8060,0,6
TRAIN,1032,0,6
TRAIN,8333,0,6
TRAIN,7036,0,6
TRAIN,374,0,6
TRAIN,2307,0,6
TRAIN,2596,0,6
TRAIN,8071,0,6
TRAIN,2384,0,6
TRAIN,1465,0,6
TRAIN,7206,0,6
TRAIN,1277,0,6
TRAIN,7845,0,6
TRAIN,4291,0,6
TRAIN,133,0,6
TRAIN,3312,0,6
TRAIN,8286,0,6
TRAIN,4532,0,6
TRAIN,2177,0,6
TRAIN,6802,0,6
TRAIN,2702,0,6
TRAIN,1642,0,6
TRAIN,4396,0,6
TRAIN,8334,0,6
TRAIN,5678,0,6
TRAIN,1472,0,6
TRAIN,7232,0,6
TRAIN,6374,0,6
TRAIN,7250,0,6
TRAIN,1763,0,6
TRAIN,2017,0,6
TRAIN,4654,0,6
TRAIN,4603,0,6
TRAIN,3436,0,6
TRAIN,1708,0,6
TRAIN,7216,0,6
TRAIN,5231,0,6
TRAIN,3497,0,6
TRAIN,8561,0,6
TRAIN,1025,0,6
TRAIN,4622,0,6
TRAIN,6556,0,6
TRAIN,3898,0,6
TRAIN,7154,0,6
TRAIN,2413,0,6
TRAIN,5706,0,6
TRAIN,1354,0,6
TRAIN,7492,0,6
TRAIN,284,0,6
TRAIN,8588,0,6
TRAIN,3104,0,6
TRAIN,4873,0,6
TRAIN,4282,0,6
TRAIN,8795,0,6
TRAIN,2874,0,6
TRAIN,4053,0,6
TRAIN,8218,0,6
TRAIN,1974,0,6
TRAIN,8019,0,6
TRAIN,7749,0,6
TRAIN,1186,0,6
TRAIN,1455,0,6
TRAIN,4137,0,6
TRAIN,5300,0,6
TRAIN,7421,0,6
TRAIN,4907,0,6
TRAIN,1026,0,6
TRAIN,3448,0,6
TRAIN,7411,0,6
TRAIN,7609,0,6
TRAIN,5065,0,6
TRAIN,4924,0,6
TRAIN,8600,0,6
TRAIN,5077,0,6
TRAIN,7389,0,6
TRAIN,5765,0,6
TRAIN,516,0,6
TRAIN,8480,0,6
TRAIN,8045,0,6
TRAIN,2982,0,6
TRAIN,8571,0,6
TRAIN,71,0,6
TRAIN,1226,0,6
TRAIN,7265,0,6
TRAIN,8684,0,6
TRAIN,3345,0,6
TRAIN,2227,0,6
TRAIN,1349,0,6
TRAIN,7181,0,6
TRAIN,3835,0,6
TRAIN,950,0,6
TRAIN,7644,0,6
TRAIN,1132,0,6
TRAIN,3198,0,6
TRAIN,1648,0,6
TRAIN,1415,0,6
TRAIN,1143,0,6
TRAIN,3861,0,6
TRAIN,312,0,6
TRAIN,5699,0,6
TRAIN,5090,0,6
TRAIN,1683,0,6
TRAIN,4009,0,6
TRAIN,6486,0,6
TRAIN,4280,0,6
TRAIN,6069,0,6
TRAIN,8663,0,6
TRAIN,630,0,6
TRAIN,4706,0,6
TRAIN,8013,0,6
TRAIN,8329,0,6
TRAIN,8360,0,6
TRAIN,3789,0,6
TRAIN,5910,0,6
TRAIN,6203,0,6
TRAIN,1248,0,6
TRAIN,2038,0,6
TRAIN,8645,0,6
TRAIN,3976,0,6
TRAIN,8230,0,6
TRAIN,6040,0,6
TRAIN,5265,0,6
TRAIN,8335,0,6
TRAIN,643,0,6
TRAIN,1647,0,6
TRAIN,8846,0,6
TRAIN,5861,0,6
TRAIN,2950,0,6
TRAIN,2777,0,6
TRAIN,6642,0,6
TRAIN,8572,0,6
TRAIN,4353,0,6
TRAIN,2303,0,6
TRAIN,5106,0,6
TRAIN,3163,0,6
TRAIN,7107,0,6
TRAIN,6743,0,6
TRAIN,6727,0,6
TRAIN,3533,0,6
TRAIN,5803,0,6
TRAIN,600,0,6
TRAIN,2784,0,6
TRAIN,344,0,6
TRAIN,5409,0,6
TRAIN,2411,0,6
TRAIN,1279,0,6
TRAIN,468,0,6
TRAIN,1359,0,6
TRAIN,1786,0,6
TRAIN,432,0,6
TRAIN,7823,0,6
TRAIN,746,0,6
TRAIN,5928,0,6
TRAIN,3820,0,6
TRAIN,3753,0,6
TRAIN,7947,0,6
TRAIN,5808,0,6
TRAIN,168,0,6
TRAIN,8786,0,6
TRAIN,5320,0,6
TRAIN,6179,0,6
TRAIN,7419,0,6
TRAIN,19,0,6
TRAIN,6685,0,6
TRAIN,2107,0,6
TRAIN,7640,0,6
TRAIN,3193,0,6
TRAIN,4866,0,6
TRAIN,7056,0,6
TRAIN,8433,0,6
TRAIN,1931,0,6
TRAIN,5499,0,6
TRAIN,6761,0,6
TRAIN,6482,0,6
TRAIN,7989,0,6
TRAIN,1228,0,6
TRAIN,5723,0,6
TRAIN,5406,0,6
TRAIN,2507,0,6
TRAIN,2909,0,6
TRAIN,5057,0,6
TRAIN,7011,0,6
TRAIN,790,0,6
TRAIN,2258,0,6
TRAIN,7104,0,6
TRAIN,8825,0,6
TRAIN,1660,0,6
TRAIN,274,0,6
TRAIN,7518,0,6
TRAIN,6976,0,6
TRAIN,4663,0,6
TRAIN,3297,0,6
TRAIN,3481,0,6
TRAIN,2804,0,6
TRAIN,3064,0,6
TRAIN,4516,0,6
TRAIN,7661,0,6
TRAIN,7718,0,6
TRAIN,7174,0,6
TRAIN,6713,0,6
TRAIN,4340,0,6
TRAIN,6258,0,6
TRAIN,4776,0,6
TRAIN,3402,0,6
TRAIN,7345,0,6
TRAIN,5346,0,6
TRAIN,5374,0,6
TRAIN,7504,0,6
TRAIN,7016,0,6
TRAIN,7669,0,6
TRAIN,2829,0,6
TRAIN,1050,0,6
TRAIN,222,0,6
TRAIN,4117,0,6
TRAIN,256,0,6
TRAIN,6880,0,6
TRAIN,502,0,6
TRAIN,4104,0,6
TRAIN,7788,0,6
TRAIN,6597,0,6
TRAIN,7966,0,6
TRAIN,3020,0,6
TRAIN,3015,0,6
TRAIN,4050,0,6
TRAIN,1746,0,6
TRAIN,815,0,6
TRAIN,5366,0,6
TRAIN,5987,0,6
TRAIN,8582,0,6
TRAIN,8302,0,6
TRAIN,3647,0,6
TRAIN,6048,0,6
TRAIN,3122,0,6
TRAIN,8496,0,6
TRAIN,8220,0,6
TRAIN,7561,0,6
TRAIN,6562,0,6
TRAIN,7037,0,6
TRAIN,6381,0,6
TRAIN,68,0,6
TRAIN,8882,0,6
TRAIN,6484,0,6
TRAIN,8330,0,6
TRAIN,753,0,6
TRAIN,454,0,6
TRAIN,1867,0,6
TRAIN,1046,0,6
TRAIN,3502,0,6
TRAIN,598,0,6
TRAIN,8125,0,6
TRAIN,6052,0,6
TRAIN,2286,0,6
TRAIN,1352,0,6
TRAIN,7384,0,6
TRAIN,2363,0,6
TRAIN,3491,0,6
TRAIN,99,0,6
TRAIN,1247,0,6
TRAIN,1237,0,6
TRAIN,2598,0,6
TRAIN,4157,0,6
TRAIN,5975,0,6
TRAIN,2952,0,6
TRAIN,3618,0,6
TRAIN,3389,0,6
TRAIN,438,0,6
TRAIN,965,0,6
TRAIN,63,0,6
TRAIN,616,0,6
TRAIN,3360,0,6
TRAIN,7868,0,6
TRAIN,1469,0,6
TRAIN,578,0,6
TRAIN,3742,0,6
TRAIN,5301,0,6
TRAIN,3253,0,6
TRAIN,4838,0,6
TRAIN,5863,0,6
TRAIN,2677,0,6
TRAIN,1089,0,6
TRAIN,1290,0,6
TRAIN,8585,0,6
TRAIN,8873,0,6
TRAIN,5698,0,6
TRAIN,1264,0,6
TRAIN,4758,0,6
TRAIN,5879,0,6
TRAIN,2524,0,6
TRAIN,7683,0,6
TRAIN,928,0,6
TRAIN,7132,0,6
TRAIN,1417,0,6
TRAIN,7657,0,6
TRAIN,5244,0,6
TRAIN,1960,0,6
TRAIN,7134,0,6
TRAIN,4168,0,6
TRAIN,7360,0,6
TRAIN,2602,0,6
TRAIN,1004,0,6
TRAIN,3654,0,6
TRAIN,6999,0,6
TRAIN,5855,0,6
TRAIN,4641,0,6
TRAIN,918,0,6
TRAIN,1238,0,6
TRAIN,4442,0,6
TRAIN,8152,0,6
TRAIN,6253,0,6
TRAIN,4968,0,6
TRAIN,4749,0,6
TRAIN,3801,0,6
TRAIN,3956,0,6
TRAIN,8415,0,6
TRAIN,1389,0,6
TRAIN,4887,0,6
TRAIN,1997,0,6
TRAIN,7653,0,6
TRAIN,4916,0,6
TRAIN,8483,0,6
TRAIN,7691,0,6
TRAIN,8440,0,6
TRAIN,6339,0,6
TRAIN,282,0,6
TRAIN,8216,0,6
TRAIN,2166,0,6
TRAIN,394,0,6
TRAIN,6553,0,6
TRAIN,1106,0,6
TRAIN,1119,0,6
TRAIN,2144,0,6
TRAIN,8146,0,6
TRAIN,6561,0,6
TRAIN,408,0,6
TRAIN,3727,0,6
TRAIN,3529,0,6
TRAIN,8205,0,6
TRAIN,2499,0,6
TRAIN,7603,0,6
TRAIN,5356,0,6
TRAIN,5784,0,6
TRAIN,238,0,6
TRAIN,7689,0,6
TRAIN,13,0,6
TRAIN,6424,0,6
TRAIN,1825,0,6
TRAIN,6720,0,6
TRAIN,5005,0,6
TRAIN,5013,0,6
TRAIN,2469,0,6
TRAIN,7877,0,6
TRAIN,2190,0,6
TRAIN,2298,0,6
TRAIN,8212,0,6
TRAIN,4514,0,6
TRAIN,1760,0,6
TRAIN,3510,0,6
TRAIN,3324,0,6
TRAIN,2338,0,6
TRAIN,8695,0,6
TRAIN,4268,0,6
TRAIN,359,0,6
TRAIN,6157,0,6
TRAIN,6462,0,6
TRAIN,309,0,6
TRAIN,1756,0,6
TRAIN,6216,0,6
TRAIN,5639,0,6
TRAIN,1253,0,6
TRAIN,4360,0,6
TRAIN,2002,0,6
TRAIN,6473,0,6
TRAIN,3357,0,6
TRAIN,8718,0,6
TRAIN,4792,0,6
TRAIN,3694,0,6
TRAIN,5071,0,6
TRAIN,2175,0,6
TRAIN,2783,0,6
TRAIN,4647,0,6
TRAIN,4454,0,6
TRAIN,6242,0,6
TRAIN,7003,0,6
TRAIN,1335,0,6
TRAIN,1075,0,6
TRAIN,4940,0,6
TRAIN,5770,0,6
TRAIN,40,0,6
TRAIN,4764,0,6
TRAIN,4491,0,6
TRAIN,1796,0,6
TRAIN,8657,0,6
TRAIN,5805,0,6
TRAIN,3717,0,6
TRAIN,7046,0,6
TRAIN,1283,0,6
TRAIN,641,0,6
TRAIN,855,0,6
TRAIN,1362,0,6
TRAIN,5112,0,6
TRAIN,1990,0,6
TRAIN,7317,0,6
TRAIN,3661,0,6
TRAIN,8804,0,6
TRAIN,4721,0,6
TRAIN,4258,0,6
TRAIN,267,0,6
TRAIN,416,0,6
TRAIN,3523,0,6
TRAIN,2791,0,6
TRAIN,991,0,6
TRAIN,7928,0,6
TRAIN,5508,0,6
TRAIN,6075,0,6
TRAIN,8336,0,6
TRAIN,4494,0,6
TRAIN,4002,0,6
TRAIN,848,0,6
TRAIN,2140,0,6
TRAIN,1838,0,6
TRAIN,3139,0,6
TRAIN,2180,0,6
TRAIN,6454,0,6
TRAIN,1692,0,6
TRAIN,2087,0,6
TRAIN,2351,0,6
TRAIN,5753,0,6
TRAIN,3115,0,6
TRAIN,1409,0,6
TRAIN,3148,0,6
TRAIN,1215,0,6
TRAIN,5439,0,6
TRAIN,3351,0,6
TRAIN,4372,0,6
TRAIN,6554,0,6
TRAIN,3971,0,6
TRAIN,924,0,6
TRAIN,8835,0,6
TRAIN,4724,0,6
TRAIN,1758,0,6
TRAIN,6428,0,6
TRAIN,8817,0,6
TRAIN,2897,0,6
TRAIN,8359,0,6
TRAIN,5756,0,6
TRAIN,8228,0,6
TRAIN,6702,0,6
TRAIN,3857,0,6
TRAIN,1828,0,6
TRAIN,4436,0,6
TRAIN,8369,0,6
TRAIN,1978,0,6
TRAIN,2447,0,6
TRAIN,129,0,6
TRAIN,1881,0,6
TRAIN,6536,0,6
TRAIN,3338,0,6
TRAIN,4505,0,6
TRAIN,7524,0,6
TRAIN,3528,0,6
TRAIN,7639,0,6
TRAIN,6296,0,6
TRAIN,4732,0,6
TRAIN,4070,0,6
TRAIN,5591,0,6
TRAIN,2514,0,6
TRAIN,2816,0,6
TRAIN,4904,0,6
TRAIN,6647,0,6
TRAIN,800,0,6
TRAIN,8297,0,6
TRAIN,2111,0,6
TRAIN,4431,0,6
TRAIN,8290,0,6
TRAIN,4253,0,6
TRAIN,833,0,6
TRAIN,3234,0,6
TRAIN,4606,0,6
TRAIN,4487,0,6
TRAIN,8140,0,6
TRAIN,478,0,6
TRAIN,3509,0,6
TRAIN,2253,0,6
TRAIN,1800,0,6
TRAIN,6635,0,6
TRAIN,8472,0,6
TRAIN,1603,0,6
TRAIN,39,0,6
TRAIN,4942,0,6
TRAIN,6607,0,6
TRAIN,27,0,6
TRAIN,6798,0,6
TRAIN,6572,0,6
TRAIN,7701,0,6
TRAIN,5737,0,6
TRAIN,1377,0,6
TRAIN,7199,0,6
TRAIN,6927,0,6
TRAIN,3837,0,6
TRAIN,5764,0,6
TRAIN,1687,0,6
TRAIN,3637,0,6
TRAIN,2727,0,6
TRAIN,5814,0,6
TRAIN,2030,0,6
TRAIN,254,0,6
TRAIN,970,0,6
TRAIN,4146,0,6
TRAIN,7195,0,6
TRAIN,6350,0,6
TRAIN,2610,0,6
TRAIN,3778,0,6
TRAIN,324,0,6
TRAIN,423,0,6
TRAIN,7585,0,6
TRAIN,72,0,6
TRAIN,4424,0,6
TRAIN,1309,0,6
TRAIN,5264,0,6
TRAIN,1416,0,6
TRAIN,8547,0,6
TRAIN,5704,0,6
TRAIN,544,0,6
TRAIN,7493,0,6
TRAIN,3738,0,6
TRAIN,3349,0,6
TRAIN,1336,0,6
TRAIN,2502,0,6
TRAIN,3994,0,6
TRAIN,2798,0,6
TRAIN,5411,0,6
TRAIN,383,0,6
TRAIN,4306,0,6
TRAIN,3125,0,6
TRAIN,8651,0,6
TRAIN,5724,0,6
TRAIN,459,0,6
TRAIN,7671,0,6
TRAIN,1218,0,6
TRAIN,207,0,6
TRAIN,8442,0,6
TRAIN,3022,0,6
TRAIN,7771,0,6
TRAIN,7076,0,6
TRAIN,6850,0,6
TRAIN,5006,0,6
TRAIN,5838,0,6
TRAIN,3005,0,6
TRAIN,65,0,6
TRAIN,7202,0,6
TRAIN,433,0,6
TRAIN,2655,0,6
TRAIN,5599,0,6
TRAIN,6687,0,6
TRAIN,6231,0,6
TRAIN,7030,0,6
TRAIN,8576,0,6
TRAIN,7322,0,6
TRAIN,6799,0,6
TRAIN,6822,0,6
TRAIN,2247,0,6
TRAIN,7170,0,6
TRAIN,8607,0,6
TRAIN,3902,0,6
TRAIN,6019,0,6
TRAIN,3730,0,6
TRAIN,5701,0,6
TRAIN,87,0,6
TRAIN,4388,0,6
TRAIN,6859,0,6
TRAIN,4731,0,6
TRAIN,8328,0,6
TRAIN,5315,0,6
TRAIN,8731,0,6
TRAIN,275,0,6
TRAIN,6285,0,6
TRAIN,7211,0,6
TRAIN,328,0,6
TRAIN,482,0,6
TRAIN,3559,0,6
TRAIN,1764,0,6
TRAIN,6732,0,6
TRAIN,8435,0,6
TRAIN,4974,0,6
TRAIN,5653,0,6
TRAIN,7506,0,6
TRAIN,6532,0,6
TRAIN,854,0,6
TRAIN,7970,0,6
TRAIN,2540,0,6
TRAIN,7208,0,6
TRAIN,3790,0,6
TRAIN,4099,0,6
TRAIN,2670,0,6
TRAIN,2962,0,6
TRAIN,8686,0,6
TRAIN,6307,0,6
TRAIN,3714,0,6
TRAIN,3782,0,6
TRAIN,557,0,6
TRAIN,976,0,6
TRAIN,6280,0,6
TRAIN,7069,0,6
TRAIN,2510,0,6
TRAIN,7575,0,6
TRAIN,2034,0,6
TRAIN,3026,0,6
TRAIN,2103,0,6
TRAIN,4265,0,6
TRAIN,5496,0,6
TRAIN,1419,0,6
TRAIN,6980,0,6
TRAIN,1751,0,6
TRAIN,8689,0,6
TRAIN,3274,0,6
TRAIN,3516,0,6
TRAIN,5777,0,6
TRAIN,4433,0,6
TRAIN,3943,0,6
TRAIN,458,0,6
TRAIN,5688,0,6
TRAIN,8233,0,6
TRAIN,3645,0,6
TRAIN,2699,0,6
TRAIN,6488,0,6
TRAIN,7651,0,6
TRAIN,4855,0,6
TRAIN,8493,0,6
TRAIN,89,0,6
TRAIN,4341,0,6
TRAIN,1905,0,6
TRAIN,5473,0,6
TRAIN,7114,0,6
TRAIN,486,0,6
TRAIN,4408,0,6
TRAIN,1598,0,6
TRAIN,199,0,6
TRAIN,1172,0,6
TRAIN,3330,0,6
TRAIN,4851,0,6
TRAIN,6002,0,6
TRAIN,6109,0,6
TRAIN,4700,0,6
TRAIN,5383,0,6
TRAIN,8082,0,6
TRAIN,1094,0,6
TRAIN,8580,0,6
TRAIN,5904,0,6
TRAIN,3076,0,6
TRAIN,5267,0,6
TRAIN,8182,0,6
TRAIN,4796,0,6
TRAIN,212,0,6
TRAIN,6871,0,6
TRAIN,4085,0,6
TRAIN,1919,0,6
TRAIN,3380,0,6
TRAIN,4821,0,6
TRAIN,5643,0,6
TRAIN,6866,0,6
TRAIN,3768,0,6
TRAIN,6913,0,6
TRAIN,8559,0,6
TRAIN,6951,0,6
TRAIN,7308,0,6
TRAIN,5670,0,6
TRAIN,5693,0,6
TRAIN,2204,0,6
TRAIN,4257,0,6
TRAIN,611,0,6
TRAIN,2476,0,6
TRAIN,3676,0,6
TRAIN,1534,0,6
TRAIN,8339,0,6
TRAIN,179,0,6
TRAIN,6739,0,6
TRAIN,3469,0,6
TRAIN,8455,0,6
TRAIN,5177,0,6
TRAIN,5229,0,6
TRAIN,3550,0,6
TRAIN,6375,0,6
TRAIN,4120,0,6
TRAIN,7126,0,6
TRAIN,8395,0,6
TRAIN,6206,0,6
TRAIN,5991,0,6
TRAIN,3635,0,6
TRAIN,4469,0,6
TRAIN,5628,0,6
TRAIN,5468,0,6
TRAIN,3018,0,6
TRAIN,3760,0,6
TRAIN,2104,0,6
TRAIN,3404,0,6
TRAIN,7615,0,6
TRAIN,8353,0,6
TRAIN,5311,0,6
TRAIN,1892,0,6
TRAIN,4051,0,6
TRAIN,2370,0,6
TRAIN,4110,0,6
TRAIN,1502,0,6
TRAIN,5032,0,6
TRAIN,1232,0,6
TRAIN,4437,0,6
TRAIN,8768,0,6
TRAIN,994,0,6
TRAIN,6787,0,6
TRAIN,717,0,6
TRAIN,4919,0,6
TRAIN,8662,0,6
TRAIN,1941,0,6
TRAIN,6273,0,6
TRAIN,5059,0,6
TRAIN,7566,0,6
TRAIN,7270,0,6
TRAIN,2075,0,6
TRAIN,4500,0,6
TRAIN,4819,0,6
TRAIN,5795,0,6
TRAIN,1753,0,6
TRAIN,2906,0,6
TRAIN,5368,0,6
TRAIN,8193,0,6
TRAIN,280,0,6
TRAIN,1453,0,6
TRAIN,2044,0,6
TRAIN,736,0,6
TRAIN,4278,0,6
TRAIN,6467,0,6
TRAIN,3569,0,6
TRAIN,3671,0,6
TRAIN,4067,0,6
TRAIN,2115,0,6
TRAIN,6569,0,6
TRAIN,6806,0,6
TRAIN,3692,0,6
TRAIN,8168,0,6
TRAIN,4565,0,6
TRAIN,1599,0,6
TRAIN,3532,0,6
TRAIN,5735,0,6
TRAIN,7910,0,6
TRAIN,1007,0,6
TRAIN,5161,0,6
TRAIN,6200,0,6
TRAIN,7790,0,6
TRAIN,3726,0,6
TRAIN,6836,0,6
TRAIN,67,0,6
TRAIN,2334,0,6
TRAIN,4075,0,6
TRAIN,7138,0,6
TRAIN,3558,0,6
TRAIN,2147,0,6
TRAIN,7650,0,6
TRAIN,3287,0,6
TRAIN,305,0,6
TRAIN,1578,0,6
TRAIN,692,0,6
TRAIN,5507,0,6
TRAIN,7006,0,6
TRAIN,7900,0,6
TRAIN,8061,0,6
TRAIN,7581,0,6
TRAIN,8450,0,6
TRAIN,2191,0,6
TRAIN,7275,0,6
TRAIN,371,0,6
TRAIN,2408,0,6
TRAIN,3211,0,6
TRAIN,5394,0,6
TRAIN,474,0,6
TRAIN,4728,0,6
TRAIN,2979,0,6
TRAIN,4402,0,6
TRAIN,4911,0,6
TRAIN,3406,0,6
TRAIN,4686,0,6
TRAIN,3514,0,6
TRAIN,8276,0,6
TRAIN,6531,0,6
TRAIN,7338,0,6
TRAIN,3040,0,6
TRAIN,6703,0,6
TRAIN,4898,0,6
TRAIN,7157,0,6
TRAIN,6119,0,6
TRAIN,3023,0,6
TRAIN,7580,0,6
TRAIN,5203,0,6
TRAIN,1840,0,6
TRAIN,6790,0,6
TRAIN,4255,0,6
TRAIN,7724,0,6
TRAIN,5954,0,6
TRAIN,3302,0,6
TRAIN,3288,0,6
TRAIN,3105,0,6
TRAIN,8305,0,6
TRAIN,5572,0,6
TRAIN,8299,0,6
TRAIN,2584,0,6
TRAIN,849,0,6
TRAIN,304,0,6
TRAIN,2101,0,6
TRAIN,3066,0,6
TRAIN,7614,0,6
TRAIN,3439,0,6
TRAIN,3826,0,6
TRAIN,3851,0,6
TRAIN,8851,0,6
TRAIN,8478,0,6
TRAIN,2046,0,6
TRAIN,3097,0,6
TRAIN,2386,0,6
TRAIN,4561,0,6
TRAIN,2245,0,6
TRAIN,4511,0,6
TRAIN,5793,0,6
TRAIN,6770,0,6
TRAIN,376,0,6
TRAIN,8639,0,6
TRAIN,4005,0,6
TRAIN,1485,0,6
TRAIN,2968,0,6
TRAIN,6957,0,6
TRAIN,5055,0,6
TRAIN,2459,0,6
TRAIN,4128,0,6
TRAIN,1171,0,6
TRAIN,7967,0,6
TRAIN,4035,0,6
TRAIN,7453,0,6
TRAIN,8050,0,6
TRAIN,6627,0,6
TRAIN,6584,0,6
TRAIN,1205,0,6
TRAIN,5440,0,6
TRAIN,3767,0,6
TRAIN,8313,0,6
TRAIN,2090,0,6
TRAIN,221,0,6
TRAIN,6645,0,6
TRAIN,8303,0,6
TRAIN,3410,0,6
TRAIN,4094,0,6
TRAIN,1378,0,6
TRAIN,4154,0,6
TRAIN,2769,0,6
TRAIN,8262,0,6
TRAIN,7515,0,6
TRAIN,225,0,6
TRAIN,130,0,6
TRAIN,1986,0,6
TRAIN,8497,0,6
TRAIN,662,0,6
TRAIN,3606,0,6
TRAIN,8532,0,6
TRAIN,4828,0,6
TRAIN,579,0,6
TRAIN,7849,0,6
TRAIN,3800,0,6
TRAIN,3002,0,6
TRAIN,5786,0,6
TRAIN,165,0,6
TRAIN,2200,0,6
